"Creative name","Dimensions (width x height)","Third-party tag","Landing page URL","Expanding direction","Expands on hover (""Yes"" or ""No"")","Requires HTML5 (""Yes"" or ""No"")","Requires MRAID (""Yes"" or ""No"")","Requires ping for attribution (""Yes"" or ""No"")","Integration code (Optional)","Notes (Optional)"
"amresorts-de_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/de/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130372"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130372.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/de/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130373"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130373.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/fr/970x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=970x250&tc_alt=130374"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130374.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/fr/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=300x600&tc_alt=130375"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130375.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_160x600","160x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/fr/160x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=160x600&tc_alt=130376"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130376.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_300x250","300x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/fr/300x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=300x250&tc_alt=130377"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130377.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/fr/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130378"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130378.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/alua/fr/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130379"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130379.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/fr/970x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=970x250&tc_alt=130380"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130380.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/fr/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=300x600&tc_alt=130381"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130381.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_160x600","160x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/fr/160x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=160x600&tc_alt=130382"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130382.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_300x250","300x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/fr/300x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=300x250&tc_alt=130383"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130383.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/fr/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130384"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130384.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/dreams/fr/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130385"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130385.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/fr/970x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=970x250&tc_alt=130386"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130386.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/fr/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=300x600&tc_alt=130387"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130387.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_160x600","160x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/fr/160x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=160x600&tc_alt=130388"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130388.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_300x250","300x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/fr/300x250/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=300x250&tc_alt=130389"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130389.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_320x100","320x100","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/fr/320x100/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=320x100&tc_alt=130390"" width=""320"" height=""100"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130390.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_728x90","728x90","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/html/secrets/fr/728x90/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril&utm_content=728x90&tc_alt=130391"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130391.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
